frame,time_s,faces,emotions,activity,motion_score,motion_z,anomaly
1510,50.333,1,happy,parado,5.182521,-0.0695,0
1511,50.367,1,happy,parado,3.859791,-0.1757,0
1512,50.4,1,happy,parado,2.359056,-0.2955,0
1513,50.433,1,happy,parado,3.287386,-0.2238,0
1514,50.467,1,happy,parado,2.980622,-0.248,0
1515,50.5,1,happy,parado,3.240257,-0.2259,0
1516,50.533,1,happy,parado,3.273429,-0.2218,0
1517,50.567,1,happy,parado,4.253902,-0.1424,0
1518,50.6,1,happy,parado,5.28288,-0.06,0
1519,50.633,1,happy,movimento,6.273836,0.0182,0
1520,50.667,1,angry,movimento,7.138767,0.0817,0
1521,50.7,1,angry,movimento,7.766136,0.1297,0
1522,50.733,1,angry,movimento,9.300161,0.2495,0
1523,50.767,1,angry,movimento,9.955607,0.2979,0
1524,50.8,1,angry,movimento,10.181954,0.3117,0
1525,50.833,1,angry,movimento,10.331704,0.3148,0
1526,50.867,1,angry,movimento,10.296929,0.3078,0
1527,50.9,1,angry,movimento,10.969945,0.3574,0
1528,50.933,1,angry,movimento,11.283003,0.3778,0
1529,50.967,1,angry,movimento,10.272001,0.2922,0
1530,51.0,1,happy,movimento,11.652691,0.3974,0
1531,51.033,1,happy,movimento,12.249514,1.9682,0
1532,51.067,1,happy,movimento,12.926101,2.1011,0
1533,51.1,1,happy,movimento,11.518481,1.647,0
1534,51.133,1,happy,movimento,9.196462,0.9619,0
1535,51.167,1,happy,movimento,9.13464,0.9236,0
1536,51.2,1,happy,movimento,8.620411,0.757,0
1537,51.233,1,happy,movimento,7.649354,0.4621,0
1538,51.267,1,happy,movimento,7.200379,0.3174,0
1539,51.3,1,happy,movimento,7.02885,0.2518,0
1540,51.333,1,happy,movimento,7.720004,0.4426,0
1541,51.367,1,happy,movimento,9.054266,0.8192,0
1542,51.4,0,,movimento,7.712372,0.4028,0
1543,51.433,1,happy,parado,4.672483,-0.5264,0
1544,51.467,1,happy,parado,4.1733,-0.6868,0
1545,51.5,1,happy,parado,5.49241,-0.298,0
1546,51.533,1,happy,movimento,11.528643,1.5243,0
1547,51.567,1,happy,movimento,10.931064,1.311,0
1548,51.6,1,happy,parado,5.233048,-0.4471,0
1549,51.633,1,happy,movimento,8.933358,0.6774,0
1550,51.667,1,disgust,movimento,13.794724,2.1182,0
1551,51.7,1,disgust,movimento,8.069575,0.3476,0
1552,51.733,1,disgust,movimento,7.988278,0.3119,0
1553,51.767,1,disgust,movimento,8.147505,0.3501,0
1554,51.8,1,disgust,parado,3.231922,-1.1765,0
1555,51.833,1,disgust,parado,4.447786,-0.8106,0
1556,51.867,1,disgust,parado,2.309159,-1.4772,0
1557,51.9,1,disgust,parado,5.080167,-0.6262,0
1558,51.933,1,disgust,parado,6.312576,-0.2547,0
1559,51.967,1,disgust,parado,3.494906,-1.164,0
1560,52.0,1,disgust,parado,2.869151,-1.3728,0
1561,52.033,1,disgust,parado,4.714749,-0.8017,0
1562,52.067,1,disgust,parado,2.293536,-1.5886,0
1563,52.1,1,disgust,parado,5.864923,-0.4378,0
1564,52.133,1,disgust,movimento,8.3529,0.3678,0
1565,52.167,1,disgust,parado,5.043043,-0.729,0
1566,52.2,1,disgust,parado,3.184285,-1.327,0
1567,52.233,1,disgust,parado,3.927423,-1.0748,0
1568,52.267,1,disgust,parado,6.530664,-0.228,0
1569,52.3,1,disgust,movimento,10.254991,0.9747,0
1570,52.333,1,disgust,movimento,8.161315,0.2723,0
1571,52.367,1,disgust,parado,2.525968,-1.5914,0
1572,52.4,1,disgust,parado,3.342589,-1.3068,0
1573,52.433,1,disgust,parado,4.6142,-0.8712,0
1574,52.467,1,disgust,parado,6.574393,-0.2169,0
1575,52.5,1,disgust,movimento,10.414093,1.0252,0
1576,52.533,1,disgust,movimento,12.061229,1.5266,0
1577,52.567,1,disgust,movimento,10.696495,1.0606,0
1578,52.6,1,disgust,parado,3.905242,-1.1873,0
1579,52.633,1,disgust,movimento,10.038244,0.8265,0
1580,52.667,1,disgust,movimento,8.920946,0.4389,0
1581,52.7,1,disgust,parado,3.612152,-1.3152,0
1582,52.733,1,disgust,parado,6.53603,-0.3325,0
1583,52.767,1,disgust,parado,4.871415,-0.8687,0
1584,52.8,1,disgust,parado,3.945825,-1.1499,0
1585,52.833,1,disgust,parado,3.059336,-1.4081,0
1586,52.867,1,disgust,parado,5.861959,-0.4717,0
1587,52.9,1,disgust,movimento,8.415645,0.3761,0
1588,52.933,1,disgust,parado,5.476678,-0.581,0
1589,52.967,1,disgust,parado,5.083762,-0.6939,0
1590,53.0,1,disgust,movimento,8.420244,0.4415,0
1591,53.033,1,disgust,parado,4.219935,-0.9615,0
1592,53.067,1,disgust,parado,5.313799,-0.5741,0
1593,53.1,1,disgust,movimento,9.409032,0.8247,0
1594,53.133,1,disgust,parado,6.262507,-0.24,0
1595,53.167,1,disgust,parado,2.722538,-1.4159,0
1596,53.2,1,disgust,parado,6.284589,-0.1945,0
1597,53.233,1,disgust,parado,6.775757,-0.0238,0
1598,53.267,1,disgust,parado,2.161465,-1.5587,0
1599,53.3,1,disgust,parado,4.64663,-0.717,0
1600,53.333,1,disgust,parado,4.662027,-0.7091,0
1601,53.367,1,disgust,parado,3.20203,-1.1932,0
1602,53.4,1,disgust,parado,5.952734,-0.2898,0
1603,53.433,1,disgust,parado,4.488396,-0.7936,0
1604,53.467,1,disgust,parado,3.536236,-1.1223,0
1605,53.5,1,disgust,parado,4.802782,-0.7004,0
1606,53.533,1,disgust,parado,6.323653,-0.1922,0
1607,53.567,1,disgust,movimento,13.309319,2.1411,0
1608,53.6,1,disgust,movimento,14.474927,2.4216,0
1609,53.633,1,disgust,movimento,12.365572,1.6817,0
1610,53.667,1,sad,parado,4.741144,-0.7655,0
1611,53.7,1,sad,movimento,10.73264,1.1412,0
1612,53.733,1,sad,movimento,8.574921,0.4559,0
1613,53.767,1,sad,parado,2.646123,-1.4034,0
1614,53.8,1,sad,parado,2.74014,-1.341,0
1615,53.833,1,sad,parado,2.380225,-1.4195,0
1616,53.867,1,sad,parado,3.519986,-1.0379,0
1617,53.9,1,sad,parado,6.725442,-0.0152,0
1618,53.933,1,sad,movimento,9.792279,0.9699,0
1619,53.967,1,sad,movimento,12.065689,1.675,0
1620,54.0,1,sad,movimento,10.155021,1.0827,0
1621,54.033,1,sad,movimento_brusco,62.239173,8.3383,1
1622,54.067,1,sad,parado,0.525371,-1.0083,0
1623,54.1,1,sad,parado,1.030253,-0.912,0
1624,54.133,1,sad,parado,1.04984,-0.8919,0
1625,54.167,1,sad,parado,0.74603,-0.9198,0
1626,54.2,1,sad,parado,1.15963,-0.8422,0
1627,54.233,1,sad,parado,0.482412,-0.9271,0
1628,54.267,1,sad,parado,0.111013,-0.9656,0
1629,54.3,1,sad,parado,0.514708,-0.8912,0
1630,54.333,1,sad,parado,0.517491,-0.8753,0
1631,54.367,1,sad,parado,0.70511,-0.8316,0
1632,54.4,1,sad,parado,1.243207,-0.7402,0
1633,54.433,1,sad,parado,0.032999,-0.9053,0
1634,54.467,1,sad,parado,0.900737,-0.7718,0
1635,54.5,1,sad,parado,1.252154,-0.7121,0
1636,54.533,1,sad,parado,1.327525,-0.6854,0
1637,54.567,1,sad,parado,1.659464,-0.6229,0
1638,54.6,1,sad,parado,2.322786,-0.5216,0
1639,54.633,1,sad,parado,2.571471,-0.4753,0
1640,54.667,1,sad,parado,0.323993,-0.7812,0
1641,54.7,1,sad,parado,2.793228,-0.4148,0
1642,54.733,1,sad,parado,2.586734,-0.4358,0
1643,54.767,1,sad,parado,2.826266,-0.3925,0
1644,54.8,1,sad,parado,2.754837,-0.402,0
1645,54.833,1,sad,parado,0.010687,-0.7894,0
1646,54.867,1,sad,parado,2.870174,-0.3779,0
1647,54.9,1,sad,parado,2.444827,-0.4346,0
1648,54.933,1,sad,parado,2.421434,-0.4314,0
1649,54.967,1,sad,parado,0.925075,-0.6416,0
1650,55.0,1,sad,parado,1.639868,-0.5364,0
1651,55.033,1,sad,parado,2.267216,-0.4419,0
1652,55.067,1,sad,parado,0.121718,-0.7447,0
1653,55.1,1,sad,parado,2.966572,-0.3326,0
1654,55.133,1,sad,parado,3.265254,-0.2819,0
1655,55.167,1,sad,parado,3.331674,-0.2696,0
1656,55.2,1,sad,parado,3.736165,-0.2126,0
1657,55.233,1,sad,parado,3.322336,-0.2708,0
1658,55.267,1,sad,parado,0.231742,-0.7014,0
1659,55.3,1,sad,parado,3.173325,-0.2709,0
1660,55.333,1,sad,parado,1.974577,-0.4327,0
1661,55.367,1,sad,parado,3.214226,-0.2564,0
1662,55.4,1,sad,parado,3.286948,-0.2459,0
1663,55.433,1,sad,parado,0.011236,-0.7056,0
1664,55.467,1,sad,parado,3.358805,-0.2225,0
1665,55.5,1,sad,parado,3.126978,-0.2448,0
1666,55.533,1,sad,parado,2.655423,-0.2991,0
1667,55.567,1,sad,parado,2.120871,-0.3636,0
1668,55.6,1,sad,parado,1.539903,-0.4433,0
1669,55.633,1,sad,parado,2.243604,-0.3301,0
1670,55.667,1,sad,parado,0.022923,-0.6374,0
1671,55.7,1,sad,parado,2.86094,-0.2252,0
1672,55.733,1,sad,parado,2.988163,-0.2011,0
1673,55.767,1,sad,parado,2.629897,-0.2493,0
1674,55.8,1,sad,parado,2.315763,-0.292,0
1675,55.833,1,sad,parado,0.195324,-0.5932,0
1676,55.867,1,sad,parado,1.58765,-0.385,0
1677,55.9,1,sad,parado,2.475592,-0.2477,0
1678,55.933,1,sad,parado,2.347817,-0.2611,0
1679,55.967,1,sad,parado,2.616638,-0.2182,0
1680,56.0,1,sad,parado,2.455728,-0.2324,0
1681,56.033,1,sad,parado,1.798911,-0.3234,0
1682,56.067,1,sad,parado,0.14886,-0.5531,0
1683,56.1,1,sad,parado,1.092014,-0.4044,0
1684,56.133,1,sad,parado,1.223899,-0.3772,0
1685,56.167,1,sad,parado,1.47488,-0.3386,0
1686,56.2,1,sad,parado,1.442668,-0.3355,0
1687,56.233,1,sad,parado,1.70065,-0.2902,0
1688,56.267,1,sad,parado,0.161836,-0.5093,0
1689,56.3,1,sad,parado,1.23264,-0.3487,0
1690,56.333,1,sad,parado,1.179688,-0.3505,0
1691,56.367,1,sad,parado,1.264781,-0.3349,0
1692,56.4,1,sad,parado,1.143547,-0.3447,0
1693,56.433,1,sad,parado,0.090799,-0.4891,0
1694,56.467,1,sad,parado,1.087138,-0.3412,0
1695,56.5,1,sad,parado,1.113379,-0.3314,0
1696,56.533,1,sad,parado,1.397209,-0.2827,0
1697,56.567,1,sad,parado,1.328881,-0.2765,0
1698,56.6,1,sad,parado,1.908183,-0.1743,0
1699,56.633,1,sad,parado,1.987305,-0.147,0
1700,56.667,1,fear,parado,0.21557,-0.4045,0
1701,56.7,1,fear,parado,2.323204,-0.0758,0
1702,56.733,1,fear,parado,2.036199,-0.1086,0
1703,56.767,1,fear,parado,2.482145,-0.0408,0
1704,56.8,1,fear,parado,2.611905,-0.0209,0
1705,56.833,1,fear,parado,0.013867,-0.4098,0
1706,56.867,1,fear,movimento,2.728056,0.002,0
1707,56.9,1,fear,parado,2.406372,-0.0395,0
1708,56.933,1,fear,parado,2.421061,-0.025,0
1709,56.967,1,fear,movimento,2.488153,0.0014,0
1710,57.0,1,fear,parado,1.801649,-0.0909,0
1711,57.033,0,,movimento_brusco,140.285838,9.4105,1
1712,57.067,0,,parado,0.013082,-0.2221,0
1713,57.1,0,,movimento,5.832878,0.1739,0
1714,57.133,0,,movimento,8.25244,0.3343,0
1715,57.167,0,,parado,0.010326,-0.2307,0
1716,57.2,0,,movimento,8.242945,0.3287,0
1717,57.233,0,,movimento,5.737183,0.1528,0
1718,57.267,0,,movimento,5.345094,0.1219,0
1719,57.3,0,,parado,0.002624,-0.2442,0
1720,57.333,0,,movimento,9.471254,0.3983,0
1721,57.367,0,,movimento,9.968396,0.425,0
1722,57.4,0,,movimento,5.260139,0.0994,0
1723,57.433,0,,parado,0.004321,-0.2607,0
1724,57.467,0,,movimento,5.181561,0.0908,0
1725,57.5,0,,movimento,7.241997,0.2274,0
1726,57.533,0,,movimento,6.762451,0.1904,0
1727,57.567,0,,parado,0.00786,-0.2711,0
1728,57.6,0,,movimento,7.340089,0.2273,0
1729,57.633,0,,movimento,5.183091,0.0776,0
1730,57.667,0,,parado,0.017724,-0.2759,0
1731,57.7,0,,movimento,5.173747,0.0754,0
1732,57.733,0,,movimento,6.033753,0.1317,0
1733,57.767,0,,movimento,5.39306,0.0858,0
1734,57.8,0,,parado,0.006808,-0.2808,0
1735,57.833,0,,movimento,7.142984,0.2023,0
1736,57.867,0,,movimento,7.555645,0.2269,0
1737,57.9,0,,movimento,7.687933,0.2319,0
1738,57.933,0,,parado,0.026117,-0.2905,0
1739,57.967,0,,movimento,6.624148,0.1566,0
1740,58.0,0,,movimento,7.850726,0.2358,0
1741,58.033,0,,movimento,4.730799,0.0205,0
1742,58.067,0,,parado,0.007922,-0.3026,0
1743,58.1,0,,movimento,7.011621,0.1735,0
1744,58.133,0,,movimento,6.321101,0.1239,0
1745,58.167,0,,parado,0.009457,-0.3052,0
1746,58.2,0,,movimento,5.820724,0.0906,0
1747,58.233,0,,movimento,5.380781,0.0589,0
1748,58.267,0,,movimento,6.884338,0.1568,0
1749,58.3,0,,parado,0.016871,-0.3104,0
1750,58.333,0,,movimento,6.746772,0.1461,0
1751,58.367,0,,movimento,8.635539,0.271,0
1752,58.4,0,,movimento,4.945152,0.0175,0
1753,58.433,0,,parado,0.007827,-0.32,0
1754,58.467,0,,parado,4.501048,-0.0137,0
1755,58.5,0,,movimento,5.226017,0.0342,0
1756,58.533,0,,movimento,7.195315,0.1654,0
1757,58.567,0,,parado,0.007343,-0.3242,0
1758,58.6,1,fear,movimento,7.927301,0.2121,0
1759,58.633,1,fear,parado,4.812593,-0.0027,0
1760,58.667,1,fear,parado,0.166833,-0.3203,0
1761,58.7,1,fear,movimento,5.088543,0.0144,0
1762,58.733,1,fear,movimento,8.387265,0.2357,0
1763,58.767,1,fear,movimento,6.916494,0.1319,0
1764,58.8,1,fear,parado,0.185267,-0.3263,0
1765,58.833,1,fear,movimento,8.088582,0.2077,0
1766,58.867,1,fear,movimento,9.297318,0.2844,0
1767,58.9,1,fear,movimento,5.969727,0.0544,0
1768,58.933,1,fear,parado,0.43878,-0.322,0
1769,58.967,1,fear,movimento,9.248906,0.2747,0
1770,59.0,1,fear,movimento,9.756259,0.3037,0
1771,59.033,1,fear,movimento,5.572206,0.0152,0
1772,59.067,1,fear,parado,0.023623,-0.3636,0
1773,59.1,1,fear,movimento,6.448018,0.0711,0
1774,59.133,1,fear,movimento,8.029501,0.174,0
1775,59.167,1,fear,parado,0.070203,-0.3687,0
1776,59.2,1,fear,movimento,7.723421,0.1494,0
1777,59.233,1,fear,parado,5.293478,-0.0194,0
1778,59.267,1,fear,parado,4.707849,-0.0629,0
1779,59.3,1,fear,parado,0.005502,-0.3836,0
1780,59.333,1,fear,parado,4.655524,-0.0682,0
1781,59.367,1,fear,movimento,6.675906,0.0659,0
1782,59.4,1,fear,movimento,7.700605,0.1311,0
1783,59.433,1,fear,parado,0.190565,-0.3833,0
1784,59.467,1,fear,movimento,8.449012,0.1768,0
1785,59.5,1,fear,parado,5.897949,-0.0017,0
1786,59.533,1,fear,parado,5.383995,-0.0399,0
1787,59.567,1,fear,parado,0.003459,-0.4079,0
1788,59.6,0,,movimento,8.293855,0.1558,0
1789,59.633,0,,movimento,6.929106,0.0584,0
1790,59.667,0,,parado,0.071274,-0.412,0
1791,59.7,1,fear,parado,5.32566,-0.0538,0
1792,59.733,1,fear,movimento,7.000592,0.0574,0
1793,59.767,1,fear,movimento,6.455485,0.017,0
1794,59.8,1,fear,parado,0.561415,-0.3862,0
1795,59.833,1,fear,movimento,8.433215,0.148,0
1796,59.867,0,,movimento,8.981266,0.1809,0
1797,59.9,0,,parado,6.315961,-0.0052,0
1798,59.933,0,,parado,0.014706,-0.4364,0
1799,59.967,1,fear,movimento,7.122374,0.0485,0
1800,60.0,0,,parado,5.656761,-0.0552,0
1801,60.033,0,,movimento,6.461066,0.4661,0
1802,60.067,0,,parado,0.007476,-1.555,0
1803,60.1,0,,movimento,7.792106,0.8727,0
1804,60.133,0,,movimento,6.318536,0.4218,0
1805,60.167,0,,parado,0.008048,-1.5564,0
1806,60.2,0,,movimento,6.310128,0.428,0
1807,60.233,0,,movimento,7.33386,0.7428,0
1808,60.267,0,,movimento,6.414856,0.4499,0
1809,60.3,0,,parado,0.004265,-1.5618,0
1810,60.333,0,,movimento,6.374925,0.4527,0
1811,60.367,0,,movimento,8.064383,1.0037,0
1812,60.4,0,,movimento,7.068445,0.6771,0
1813,60.433,0,,parado,0.001886,-1.577,0
1814,60.467,0,,movimento,4.968505,0.008,0
1815,60.5,0,,movimento,5.544038,0.1982,0
1816,60.533,0,,movimento,5.362278,0.1453,0
1817,60.567,0,,parado,0.005917,-1.5712,0
1818,60.6,0,,movimento,6.774986,0.6009,0
1819,60.633,0,,movimento,6.285813,0.4395,0
1820,60.667,0,,parado,0.035055,-1.5646,0
1821,60.7,0,,movimento,6.421097,0.4778,0
1822,60.733,0,,movimento,8.585165,1.1538,0
1823,60.767,0,,movimento,7.984733,0.9489,0
1824,60.8,0,,parado,0.042674,-1.5648,0
1825,60.833,0,,movimento,7.756901,0.8733,0
1826,60.867,0,,movimento,8.670243,1.1535,0
1827,60.9,0,,movimento,6.78242,0.5637,0
1828,60.933,0,,parado,0.009942,-1.5727,0
1829,60.967,0,,movimento,5.02879,0.0161,0
1830,61.0,0,,movimento,7.654403,0.8468,0
1831,61.033,1,fear,movimento_brusco,106.139247,9.0403,1
1832,61.067,1,fear,parado,0.150739,-0.538,0
1833,61.1,1,fear,parado,0.5654,-0.4934,0
1834,61.133,1,fear,parado,0.587871,-0.485,0
1835,61.167,1,fear,parado,0.611747,-0.4836,0
1836,61.2,1,fear,parado,0.69208,-0.4706,0
1837,61.233,1,fear,parado,0.593585,-0.4741,0
1838,61.267,1,fear,parado,0.102463,-0.5108,0
1839,61.3,1,fear,parado,0.614137,-0.4656,0
1840,61.333,1,angry,parado,0.672731,-0.4537,0
1841,61.367,1,angry,parado,0.756465,-0.4381,0
1842,61.4,1,angry,parado,0.727629,-0.436,0
1843,61.433,1,angry,parado,0.0617,-0.4957,0
1844,61.467,1,angry,parado,0.803972,-0.4251,0
1845,61.5,1,angry,parado,0.729236,-0.4269,0
1846,61.533,1,angry,parado,0.75077,-0.4182,0
1847,61.567,1,angry,parado,0.668688,-0.4263,0
1848,61.6,1,angry,parado,0.78201,-0.4088,0
1849,61.633,1,angry,parado,0.697291,-0.4119,0
1850,61.667,1,angry,parado,0.127204,-0.4627,0
1851,61.7,1,angry,parado,0.666478,-0.4099,0
1852,61.733,1,angry,parado,0.82695,-0.3879,0
1853,61.767,1,angry,parado,0.791092,-0.3848,0
1854,61.8,1,angry,parado,0.778589,-0.3866,0
1855,61.833,1,angry,parado,0.051302,-0.4431,0
1856,61.867,1,angry,parado,0.921689,-0.3574,0
1857,61.9,1,angry,parado,0.825753,-0.3606,0
1858,61.933,1,angry,parado,0.895129,-0.3549,0
1859,61.967,1,angry,parado,0.84861,-0.3508,0
1860,62.0,1,angry,parado,0.87793,-0.3396,0
1861,62.033,1,angry,parado,0.807485,-0.3409,0
1862,62.067,1,angry,parado,0.106008,-0.4034,0
1863,62.1,1,angry,parado,0.832627,-0.3331,0
1864,62.133,1,angry,parado,0.848048,-0.3246,0
1865,62.167,1,angry,parado,0.817571,-0.3281,0
1866,62.2,1,angry,parado,0.801447,-0.3227,0
1867,62.233,1,angry,parado,0.724732,-0.3248,0
1868,62.267,1,angry,parado,0.070231,-0.3781,0
1869,62.3,1,angry,parado,0.754392,-0.3181,0
1870,62.333,0,,parado,0.895201,-0.3018,0
1871,62.367,1,angry,parado,0.811851,-0.3033,0
1872,62.4,0,,parado,0.837444,-0.2943,0
1873,62.433,0,,parado,0.018461,-0.3668,0
1874,62.467,0,,parado,0.721228,-0.2969,0
1875,62.5,1,angry,parado,0.865255,-0.2791,0
1876,62.533,1,angry,parado,0.87953,-0.2733,0
1877,62.567,1,angry,parado,0.782496,-0.2827,0
1878,62.6,1,angry,parado,0.791949,-0.2746,0
1879,62.633,1,angry,parado,0.814222,-0.2666,0
1880,62.667,1,neutral,parado,0.064854,-0.3331,0
1881,62.7,1,neutral,parado,0.723979,-0.27,0
1882,62.733,1,neutral,parado,0.904954,-0.2479,0
1883,62.767,1,neutral,parado,0.825224,-0.2494,0
1884,62.8,0,,parado,0.922308,-0.2412,0
1885,62.833,0,,parado,0.020764,-0.3131,0
1886,62.867,1,neutral,parado,0.875076,-0.2294,0
1887,62.9,1,neutral,parado,0.849926,-0.2263,0
1888,62.933,1,neutral,parado,0.813894,-0.2303,0
1889,62.967,1,neutral,parado,0.881644,-0.2182,0
1890,63.0,1,angry,parado,0.940378,-0.2083,0
1891,63.033,1,angry,parado,0.888771,-0.2074,0
1892,63.067,1,angry,parado,0.049427,-0.2822,0
1893,63.1,1,angry,parado,0.878324,-0.2017,0
1894,63.133,1,angry,parado,1.017105,-0.1842,0
1895,63.167,1,angry,parado,0.930043,-0.1929,0
1896,63.2,1,angry,parado,0.981265,-0.1831,0
1897,63.233,1,angry,parado,0.922729,-0.1821,0
1898,63.267,1,angry,parado,0.186505,-0.2416,0
1899,63.3,1,angry,parado,0.889499,-0.1798,0
1900,63.333,1,angry,parado,0.950917,-0.169,0
1901,63.367,1,angry,parado,0.895153,-0.1671,0
1902,63.4,1,angry,parado,0.820216,-0.1677,0
1903,63.433,1,angry,parado,0.013735,-0.2398,0
1904,63.467,1,angry,parado,0.795255,-0.1658,0
1905,63.5,1,angry,parado,0.868918,-0.1546,0
1906,63.533,1,angry,parado,0.811789,-0.1552,0
1907,63.567,1,angry,parado,0.747553,-0.1617,0
1908,63.6,1,angry,parado,0.753151,-0.1553,0
1909,63.633,1,angry,parado,0.811267,-0.1448,0
1910,63.667,1,angry,parado,0.064523,-0.2117,0
1911,63.7,1,angry,parado,0.688984,-0.1501,0
1912,63.733,1,angry,parado,0.731426,-0.1387,0
1913,63.767,1,angry,parado,0.778172,-0.1275,0
1914,63.8,1,angry,parado,0.718974,-0.1335,0
1915,63.833,1,angry,parado,0.024392,-0.1885,0
1916,63.867,1,angry,parado,0.779582,-0.1128,0
1917,63.9,1,angry,parado,0.66925,-0.1168,0
1918,63.933,1,angry,parado,0.700193,-0.1147,0
1919,63.967,1,angry,parado,0.656046,-0.1143,0
1920,64.0,1,angry,parado,0.637772,-0.1091,0
1921,64.033,1,angry,movimento,0.734657,0.2175,0
1922,64.067,1,angry,parado,0.073671,-2.1021,0
1923,64.1,1,angry,movimento,0.813395,0.4858,0
1924,64.133,1,angry,movimento,0.787367,0.3866,0
1925,64.167,1,angry,movimento,0.727171,0.1709,0
1926,64.2,1,angry,movimento,0.743954,0.2277,0
1927,64.233,1,angry,movimento,0.808306,0.4448,0
1928,64.267,1,angry,parado,0.064577,-2.1548,0
1929,64.3,1,angry,movimento,0.917497,0.812,0
1930,64.333,1,angry,movimento,0.924872,0.8248,0
1931,64.367,1,angry,movimento,0.813743,0.4366,0
1932,64.4,1,angry,movimento,0.819992,0.4542,0
1933,64.433,1,angry,movimento,0.731566,0.1255,0
1934,64.467,1,angry,parado,0.073449,-2.1332,0
1935,64.5,1,angry,parado,0.651133,-0.1256,0
1936,64.533,1,angry,parado,0.626617,-0.2059,0
1937,64.567,1,angry,parado,0.623824,-0.2138,0
1938,64.6,1,angry,parado,0.629516,-0.1882,0
1939,64.633,1,angry,parado,0.022471,-2.2063,0
1940,64.667,1,angry,parado,0.611427,-0.2416,0
1941,64.7,1,angry,parado,0.644646,-0.1264,0
1942,64.733,1,angry,movimento,0.739201,0.2025,0
1943,64.767,1,angry,parado,0.660748,-0.0628,0
1944,64.8,1,angry,parado,0.647601,-0.1032,0
1945,64.833,1,angry,parado,0.018701,-2.2649,0
1946,64.867,1,angry,movimento,0.676121,0.0059,0
1947,64.9,1,angry,parado,0.663946,-0.03,0
1948,64.933,1,angry,parado,0.657224,-0.0443,0
1949,64.967,1,angry,movimento,0.672906,0.017,0
1950,65.0,1,angry,movimento,0.716044,0.1737,0
1951,65.033,1,angry,movimento,0.697836,0.1146,0
1952,65.067,1,angry,parado,0.038546,-2.1734,0
1953,65.1,1,angry,parado,0.648595,-0.0474,0
1954,65.133,1,angry,movimento,0.685946,0.0891,0
1955,65.167,1,angry,movimento,0.663829,0.0179,0
1956,65.2,1,angry,movimento,0.703583,0.1608,0
1957,65.233,1,angry,movimento,0.742388,0.2958,0
1958,65.267,1,angry,parado,0.092091,-1.9831,0
1959,65.3,1,angry,movimento,0.701249,0.1535,0
1960,65.333,1,angry,movimento,0.733539,0.2739,0
1961,65.367,2,angry|unknown,movimento,0.828368,0.6067,0
1962,65.4,2,angry|unknown,movimento,0.787418,0.4651,0
1963,65.433,1,angry,movimento,0.844467,0.6508,0
1964,65.467,1,angry,parado,0.052742,-2.1291,0
1965,65.5,0,,movimento,0.789666,0.471,0
1966,65.533,1,angry,movimento,0.784392,0.4572,0
1967,65.567,1,angry,movimento,0.756671,0.3603,0
1968,65.6,1,angry,movimento,0.750206,0.3393,0
1969,65.633,1,angry,parado,0.01212,-2.186,0
1970,65.667,1,angry,movimento,0.840195,0.6557,0
1971,65.7,1,angry,movimento,0.736895,0.2912,0
1972,65.733,1,angry,movimento,0.821815,0.595,0
1973,65.767,1,angry,movimento,0.720972,0.2434,0
1974,65.8,1,angry,movimento,0.698145,0.1723,0
1975,65.833,1,angry,parado,0.019198,-2.2411,0
1976,65.867,1,angry,movimento,0.784329,0.4834,0
1977,65.9,1,angry,movimento,0.795702,0.5268,0
1978,65.933,1,angry,movimento,0.865519,0.7728,0
1979,65.967,1,angry,movimento,0.844715,0.7009,0
1980,66.0,1,angry,movimento,0.915358,0.9548,0
1981,66.033,1,angry,movimento,0.872725,0.8036,0
1982,66.067,1,angry,parado,0.074849,-2.0519,0
1983,66.1,1,angry,movimento,0.886735,0.8539,0
1984,66.133,1,angry,movimento,0.873043,0.8156,0
1985,66.167,1,angry,movimento,1.04125,1.4092,0
1986,66.2,2,angry|unknown,movimento,1.067479,1.4929,0
1987,66.233,2,angry|unknown,movimento,1.02043,1.3154,0
1988,66.267,2,angry|unknown,parado,0.076044,-2.016,0
1989,66.3,2,angry|unknown,movimento,0.89324,0.8612,0
1990,66.333,2,angry|unknown,movimento,1.00262,1.2414,0
1991,66.367,2,angry|unknown,movimento,0.926966,0.9733,0
1992,66.4,2,angry|unknown,movimento,0.944628,1.0264,0
1993,66.433,1,angry,movimento,0.842879,0.6556,0
1994,66.467,1,angry,parado,0.084071,-1.995,0
1995,66.5,1,angry,movimento,0.82557,0.611,0
1996,66.533,1,angry,movimento,0.785864,0.4727,0
1997,66.567,1,angry,movimento,0.795114,0.503,0
1998,66.6,1,angry,movimento,0.767318,0.4046,0
1999,66.633,1,angry,parado,0.021375,-2.1327,0
2000,66.667,1,angry,movimento,0.843553,0.67,0
2001,66.7,1,angry,movimento,1.152588,1.7047,0
2002,66.733,1,angry,movimento,0.79976,0.4875,0
2003,66.767,1,angry,movimento,0.810951,0.5244,0
2004,66.8,1,angry,movimento,0.941211,0.9587,0
2005,66.833,1,angry,parado,0.029702,-2.1587,0
2006,66.867,1,angry,movimento,0.908008,0.8379,0
2007,66.9,1,angry,movimento,0.941235,0.9363,0
2008,66.933,0,,movimento,0.982361,1.0586,0
2009,66.967,0,,movimento,0.868558,0.6652,0
2010,67.0,0,,movimento,0.80797,0.4546,0
2011,67.033,0,,movimento_brusco,54.747852,9.421,1
2012,67.067,0,,parado,0.047939,-0.2157,0
